"","X","Attribute","Model_number","N_training_docs","Classifier","Cost_function","Stop_words","Unknown_words","CV_folds","Fold","CV_Predicted_Probs","CV_True_Class","N_test_docs","Test_Predicted_Probs","Test_True_Class","Date_Time","Duration","Dataset"
"1",1,"Title",1,1012,"Neural Network","Binary cross entropy","None","remove",10,1,"[0.9922296404838562, 0.19041159749031067, 0.042622365057468414, 0.2849867045879364, 0.1384349912405014, 0.9999747276306152, 0.0031401333399116993, 0.9877609014511108, 0.05844317376613617, 0.8058648109436035, 0.02036222442984581, 0.9971265196800232, 0.9847887754440308, 0.8908374905586243, 0.8538848757743835, 0.9990893602371216, 0.1914556473493576, 0.8427208662033081, 0.9860186576843262, 0.022051362320780754, 0.7402802109718323, 0.05992661416530609, 0.08342152088880539, 0.6502578258514404, 0.0035695540718734264, 0.530046820640564, 0.9980397820472717, 0.9278311729431152, 0.5631087422370911, 0.052717965096235275, 0.9897951483726501, 0.9921086430549622, 0.7351739406585693, 0.9430038928985596, 0.08654170483350754, 0.015720995143055916, 0.4835973381996155, 0.00778978131711483, 0.000647318665869534, 0.9997965693473816, 0.08206410706043243, 0.9995670914649963, 0.02915406972169876, 0.9997960925102234, 0.973892092704773, 0.9713398218154907, 0.8617996573448181, 0.24740543961524963, 0.8509942889213562, 0.9818474650382996, 0.9805397987365723, 0.960610032081604, 0.9543613195419312, 0.4396364390850067, 0.0016986406408250332, 0.6289902925491333, 0.000214405357837677, 0.9913195967674255, 0.022957179695367813, 0.0012214960297569633, 0.0012184398947283626, 0.002923263469710946, 0.041507426649332047, 0.9827123880386353, 0.8007557392120361, 0.4447818100452423, 0.9988148212432861, 0.006762185133993626, 0.27944985032081604, 0.04543668031692505, 0.9986661672592163, 0.9807975888252258, 0.9941834807395935, 0.6911992430686951, 0.8750110268592834, 0.9987257122993469, 0.9975156784057617, 0.9999492168426514, 8.769278065301478e-05, 0.007093153428286314, 0.0003399676934350282, 6.695236720588582e-07, 0.9013389945030212, 0.0004573599435389042, 0.9995697140693665, 0.3745494782924652, 0.9871587753295898, 0.0056099481880664825, 0.9844459891319275, 0.023098928853869438, 0.9797857403755188, 0.74184650182724, 0.02116762287914753, 0.027617458254098892, 0.6696951389312744, 0.06471293419599533, 0.0588969960808754, 0.002080532955005765, 0.06123745068907738, 0.008853742852807045, 0.9918837547302246, 0.9812824726104736]","[1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","254","[0.9998148083686829, 0.09263662248849869, 0.9896458983421326, 0.6332975029945374, 0.8409534096717834, 0.9998205304145813, 0.020516693592071533, 0.9432977437973022, 0.8061236143112183, 0.6989534497261047, 0.9979039430618286, 0.9876179695129395, 8.704855645191856e-06, 1.030609269037086e-06, 0.024042552337050438, 0.9998944997787476, 0.9730835556983948, 0.9866684675216675, 0.9999877214431763, 0.9998935461044312, 0.6034080982208252, 1.7700987200441887e-06, 0.05054148659110069, 0.0011821340303868055, 0.3024800717830658, 0.15446139872074127, 0.9463914036750793, 0.05060575157403946, 0.0002178977447329089, 0.0007393981795758009, 0.9989570379257202, 0.09934333711862564, 0.9641329050064087, 0.9577381014823914, 0.006085560657083988, 0.9987220168113708, 0.003050787840038538, 0.9990584254264832, 0.6681917905807495, 0.6946728229522705, 0.9718145728111267, 0.0070833065547049046, 0.0102733438834548, 0.011623693630099297, 0.9794025421142578, 0.9989109039306641, 0.10173153877258301, 3.459622530499473e-05, 0.9491434693336487, 0.9476771950721741, 0.0013561408268287778, 0.0012036263942718506, 5.958754263701849e-05, 0.7932148575782776, 0.02463398315012455, 0.9663325548171997, 0.0015967824729159474, 0.9930607080459595, 0.6803398728370667, 0.954045832157135, 4.592890400090255e-05, 0.9924152493476868, 0.9997764229774475, 0.5576573014259338, 0.9709120392799377, 0.0032311882823705673, 0.19242355227470398, 0.003281957935541868, 0.9973549842834473, 0.9216387867927551, 0.0010666578309610486, 0.03128746896982193, 0.00284888525493443, 0.0024966993369162083, 0.9901734590530396, 0.5657841563224792, 0.9999508857727051, 0.06787705421447754, 0.48859599232673645, 0.6862896680831909, 0.0006087631336413324, 0.7304663062095642, 0.0012317390646785498, 0.9813940525054932, 0.9999548196792603, 0.8438674807548523, 0.8882265686988831, 0.9806309938430786, 0.286739706993103, 0.9999803304672241, 0.2298990786075592, 0.945728063583374, 0.986249566078186, 3.2925319828791544e-05, 0.0016292087966576219, 0.9986811280250549, 0.724052369594574, 0.00013658913667313755, 0.8903020024299622, 0.9479165077209473, 0.00024154626589734107, 0.6046743392944336, 0.3399086892604828, 0.9998637437820435, 0.0007980308146215975, 0.028374938294291496, 0.992456316947937, 0.7246587872505188, 0.13464321196079254, 0.9980162382125854, 0.9857651591300964, 7.541300146840513e-05, 0.9848537445068359, 0.0008221286116167903, 0.9584789872169495, 0.999923825263977, 0.9922162294387817, 0.043893806636333466, 0.490801602602005, 0.5997539758682251, 0.9591578245162964, 0.9995037317276001, 0.9781585931777954, 0.9845789670944214, 0.005623338744044304, 0.747663676738739, 0.8526957035064697, 0.03233328461647034, 0.9998181462287903, 0.9500179290771484, 0.894978940486908, 0.006196968257427216, 0.005535390228033066, 0.9394103288650513, 0.01799025386571884, 0.013634673319756985, 0.5034236311912537, 0.5029528737068176, 1.1293912393739447e-05, 0.9962880611419678, 0.9998871088027954, 0.9948556423187256, 0.5588498711585999, 0.00011348060797899961, 0.11517388373613358, 0.9910534024238586, 0.964232325553894, 0.9998389482498169, 0.953045666217804, 0.8712581992149353, 0.03029850497841835, 0.00018742820248007774, 0.013563820160925388, 0.010144086554646492, 0.9989840388298035, 0.010622335597872734, 0.2626103460788727, 0.03602391108870506, 0.0014501902041956782, 0.0023912645410746336, 0.3223450481891632, 0.0003167314862366766, 0.9961103796958923, 0.019977981224656105, 0.0016273700166493654, 0.7408631443977356, 0.9104353189468384, 0.10800141096115112, 0.00041538881487213075, 0.035392023622989655, 0.17107556760311127, 3.5893906897399575e-05, 0.0031474630814045668, 0.0008215083507820964, 0.00042026618029922247, 0.9940875768661499, 0.9999557733535767, 0.8998545408248901, 0.001351542305201292, 0.0013863417552784085, 0.024503588676452637, 0.963874340057373, 0.0014325932133942842, 0.9994152784347534, 0.9995974898338318, 0.012723731808364391, 0.01963043585419655, 0.25692442059516907, 0.8885723352432251, 0.9902295470237732, 0.0011426917044445872, 0.01680360734462738, 0.05594158545136452, 0.9556454420089722, 0.9998763799667358, 0.00021973098046146333, 0.9941070079803467, 0.9944171905517578, 0.003174140118062496, 0.9798877239227295, 0.00851890817284584, 0.2538641691207886, 0.038399599492549896, 0.9880564212799072, 0.010482466779649258, 6.603885412914678e-05, 0.9998557567596436, 0.0011009087320417166, 0.022730538621544838, 0.025990277528762817, 0.9681407809257507, 0.996759831905365, 0.3894026279449463, 0.0005788305425085127, 0.9802002906799316, 1.1066395444458976e-07, 0.004578378051519394, 0.014177404344081879, 0.4218045175075531, 0.994364857673645, 0.0013049546396359801, 0.001274994108825922, 0.00020893089822493494, 0.9892269372940063, 0.941733717918396, 0.9999960660934448, 0.9763010144233704, 0.7986388206481934, 0.9933661818504333, 0.9981762170791626, 0.999993085861206, 0.003789914306253195, 0.9712329506874084, 0.5749953389167786, 0.999915599822998, 0.11297108232975006, 0.00028288207249715924, 0.9999172687530518, 0.804847240447998, 0.9975581169128418, 0.9544774293899536, 4.62147880853081e-07, 0.999392032623291, 0.012248767539858818, 0.9943097829818726, 0.932140052318573, 0.022469859570264816, 0.0004634112701751292, 0.04100663214921951, 0.999946117401123, 0.9998883008956909, 0.005811281036585569, 0.003858910407871008, 0.9216670393943787]","[1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0]","2018-11-09 13:28:09.700159",1147.066641,"lpi"
"2",2,"Title",1,1012,"Neural Network","Binary cross entropy","None","remove",10,2,"[5.714045414606517e-08, 0.9999969005584717, 0.9999998807907104, 0.0010317267151549459, 1.876944224932231e-05, 0.9999996423721313, 0.9961955547332764, 0.0027441957499831915, 0.955999493598938, 0.9992868304252625, 0.5218337774276733, 0.9999949932098389, 0.055645305663347244, 0.9992493987083435, 0.0011301306076347828, 0.9978526830673218, 0.5864992141723633, 0.0001099432265618816, 0.9999556541442871, 0.22278328239917755, 0.027979282662272453, 0.9846000075340271, 0.49953967332839966, 7.701366484980099e-06, 0.999948263168335, 0.9999960660934448, 0.1144232302904129, 0.004376776982098818, 0.9999716281890869, 0.0005055917426943779, 0.4174537658691406, 3.319247116451152e-05, 0.8280914425849915, 0.9972678422927856, 0.9999992847442627, 2.0088668861717451e-07, 0.017792243510484695, 1.8703228477079392e-07, 0.0014061942929401994, 0.9999027252197266, 0.5305802226066589, 0.9997721314430237, 0.9956235289573669, 0.1867266297340393, 0.9982597231864929, 6.229343796348985e-08, 0.9999998807907104, 0.5329736471176147, 0.9998958110809326, 0.0006922276224941015, 0.025302724912762642, 0.9883459210395813, 0.7216964364051819, 0.9212455749511719, 0.0017405295511707664, 0.9995179176330566, 1.1970698778895894e-06, 0.9998118281364441, 0.9999997615814209, 0.1373656690120697, 0.9999997615814209, 0.9980736970901489, 0.999830961227417, 0.9999420642852783, 0.9991829991340637, 0.9975351095199585, 0.9998389482498169, 2.4173388624149084e-08, 0.004987726453691721, 0.02442263625562191, 0.8966072201728821, 0.8140908479690552, 0.9724564552307129, 0.9998748302459717, 7.90948161011329e-06, 0.9977492690086365, 0.9996352195739746, 1.0, 1.7777516404748894e-05, 0.9999995231628418, 0.06043432280421257, 0.007771875709295273, 0.9999802112579346, 2.0084649804630317e-05, 0.002631896873936057, 1.388496002618922e-05, 0.0004788577207364142, 0.007725256495177746, 0.998930037021637, 0.9999675750732422, 0.9970343112945557, 0.012685077264904976, 0.4081418216228485, 0.9831041097640991, 0.983025848865509, 0.00026774383150041103, 0.3512117862701416, 0.9992983341217041, 0.9941002726554871, 0.9999996423721313, 0.0052231126464903355, 0.0007527350098825991]","[0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]","None","None","None","2018-11-09 13:28:09.700159",525.987271,"lpi"
"3",3,"Title",1,1012,"Neural Network","Binary cross entropy","None","remove",10,3,"[2.5524539079557762e-12, 0.06515593081712723, 0.10778684914112091, 0.9782920479774475, 3.427659612498246e-05, 1.0012661732616834e-05, 1.5868517948547378e-06, 5.423514721769607e-07, 0.025819892063736916, 0.035745687782764435, 0.1744777262210846, 0.8937259316444397, 0.9967151880264282, 0.09505560249090195, 0.9963324666023254, 0.9996039271354675, 0.0007590251043438911, 2.4701685674699547e-07, 2.999917825263765e-08, 0.6086986660957336, 0.7347447276115417, 0.9378469586372375, 0.0008016870706342161, 0.11644992232322693, 0.025449324399232864, 0.9887714982032776, 5.9640009567374364e-05, 0.4725741446018219, 0.04770922660827637, 0.979026198387146, 0.01041257381439209, 0.0071480292826890945, 0.9763216972351074, 1.2638709523393743e-10, 0.9999175071716309, 5.2868319471599534e-05, 0.998664140701294, 8.168121894414071e-06, 3.3736430395947536e-06, 0.00039366999408230186, 0.9327283501625061, 0.02464348077774048, 6.285708065156825e-10, 1.1877139513671864e-05, 0.7100356221199036, 0.9931657910346985, 0.726833701133728, 0.00017228910292033106, 0.0001884834055090323, 0.983651340007782, 0.8797861933708191, 0.0013472255086526275, 0.00021290966833475977, 0.9966503977775574, 0.0021467122714966536, 0.022479603067040443, 0.00032821265631355345, 0.9877575635910034, 4.70177519673598e-06, 1.7791153368307278e-05, 0.7710964679718018, 0.6314226984977722, 0.4009820222854614, 0.0159294493496418, 0.9722387194633484, 0.7935946583747864, 0.0002274615690112114, 0.9863720536231995, 0.0016194377094507217, 0.7524203658103943, 4.7610601541236974e-06, 0.0010789071675390005, 2.9160453777876683e-05, 0.697035014629364, 0.9946807026863098, 0.7595103979110718, 4.511887539138115e-07, 0.9835413098335266, 0.0008868068689480424, 1.4103781609264843e-07, 0.9949118494987488, 0.9973260164260864, 0.9958309531211853, 0.0006448559579439461, 4.62315438198857e-05, 0.010242561809718609, 0.00030280533246695995, 0.9987252354621887, 3.74314549844712e-05, 0.9985848665237427, 0.984391450881958, 0.002939811674878001, 8.843991849971644e-07, 0.16436634957790375, 0.9993764758110046, 0.998852014541626, 0.9821781516075134, 0.9994226694107056, 0.8322001099586487, 0.006010528653860092, 8.268807141575962e-05, 0.9246721267700195]","[0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0]","None","None","None","2018-11-09 13:28:09.700159",522.43439,"lpi"
"4",4,"Title",1,1012,"Neural Network","Binary cross entropy","None","remove",10,4,"[0.00428464449942112, 0.9999902248382568, 0.9815841317176819, 0.01830880530178547, 0.06269468367099762, 0.9687643647193909, 0.001861108816228807, 0.00023234719992615283, 0.012879797257483006, 0.9999703168869019, 0.09088148921728134, 0.9876125454902649, 0.9815816879272461, 0.6812049150466919, 0.998399555683136, 0.39511990547180176, 0.8999450206756592, 0.9854888319969177, 0.9981387853622437, 0.0003678619395941496, 0.9964788556098938, 0.9838150143623352, 0.3994017541408539, 0.9382932186126709, 0.9996975660324097, 0.029648244380950928, 0.0005552584188990295, 0.8392065763473511, 3.74425525251354e-07, 0.7788084149360657, 0.0010931923752650619, 0.5020858645439148, 0.9999803304672241, 0.007304565515369177, 0.12102299183607101, 0.018735844641923904, 0.06190066784620285, 0.4346427619457245, 0.9966273903846741, 0.14430727064609528, 0.0077971708960831165, 0.0799156054854393, 0.1268153339624405, 0.04380115866661072, 0.9999616146087646, 0.9698296189308167, 2.4948689315351658e-05, 0.002835697727277875, 0.9998462200164795, 0.26489320397377014, 0.9989309906959534, 0.999177873134613, 0.0001565514103276655, 0.09619873017072678, 2.361647057114169e-05, 0.9066253304481506, 0.9819059371948242, 0.0007427636883221567, 0.4278709590435028, 0.9998161196708679, 6.176741590024903e-05, 0.9130603671073914, 0.47660529613494873, 0.9866023063659668, 0.0362003855407238, 0.5698522329330444, 4.341753083281219e-06, 0.002173317363485694, 0.9798129796981812, 0.05204504728317261, 0.986161470413208, 0.0008081059786491096, 0.9994183778762817, 0.018047424033284187, 0.9977684020996094, 0.0016999777872115374, 0.7503672242164612, 0.06246519461274147, 0.004685545805841684, 4.3634040594042744e-06, 0.0024520293809473515, 0.9864497780799866, 0.0030212898273020983, 0.9998650550842285, 0.9878526926040649, 0.9906796813011169, 0.9998639822006226, 0.03242151811718941, 0.8174728751182556, 0.8880237340927124, 1.0650816051338552e-07, 0.05539243295788765, 0.9051536917686462, 0.05883411690592766, 0.22554415464401245, 0.9986385703086853, 0.013842958956956863, 0.923335075378418, 0.8939574360847473, 3.217045377823524e-05, 0.973228394985199]","[0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0]","None","None","None","2018-11-09 13:28:09.700159",517.224437,"lpi"
"5",5,"Title",1,1012,"Neural Network","Binary cross entropy","None","remove",10,5,"[0.7581024765968323, 0.002013426972553134, 0.016001021489501, 0.9855292439460754, 0.9993811845779419, 0.014247845858335495, 0.9761856198310852, 0.253244012594223, 0.003939435351639986, 0.20909357070922852, 0.0007227561436593533, 0.6493690013885498, 0.00540176359936595, 0.9848606586456299, 0.0020988918840885162, 0.9921042919158936, 0.483085960149765, 0.2300204336643219, 0.08706972748041153, 0.06894717365503311, 0.0005878614028915763, 0.0047036330215632915, 0.9060046076774597, 0.9597963094711304, 0.12988974153995514, 0.6728845238685608, 0.7583315968513489, 0.010770521126687527, 0.385703980922699, 0.9990119934082031, 0.00013423954078461975, 0.999729335308075, 0.9991113543510437, 0.02473345212638378, 0.999667763710022, 0.1597510427236557, 0.39440885186195374, 0.959003746509552, 0.5776933431625366, 0.029874460771679878, 0.9879663586616516, 0.0040443590842187405, 0.042002663016319275, 0.06320679932832718, 0.9981562495231628, 0.01685771904885769, 0.00481001753360033, 0.9798607230186462, 0.052049268037080765, 0.943816602230072, 0.5235317945480347, 0.1101979911327362, 0.2883615493774414, 0.019152479246258736, 0.9737187027931213, 0.9624349474906921, 0.0013583292020484805, 0.00020908932492602617, 0.7304272651672363, 0.9942123293876648, 0.8981530666351318, 0.5906242728233337, 0.0012261196970939636, 0.06706425547599792, 0.7662094235420227, 0.9758471846580505, 0.9889647960662842, 0.02767886593937874, 0.004483961500227451, 0.8907819986343384, 0.1626187264919281, 0.003323989687487483, 0.026785485446453094, 0.0012872711522504687, 0.8485807180404663, 0.5675173997879028, 0.9990002512931824, 0.999019980430603, 0.4942241609096527, 0.061504386365413666, 0.07886344194412231, 0.017028188332915306, 0.9969839453697205, 0.004588463809341192, 0.003001496195793152, 0.9983075857162476, 0.9998879432678223, 0.0001865945669123903, 0.18607136607170105, 0.9890256524085999, 0.9189079999923706, 0.06502462923526764, 0.0005754223093390465, 0.9853709936141968, 0.9940781593322754, 0.993371844291687, 0.059484533965587616, 0.0037371311336755753, 0.14029431343078613, 0.9818744659423828, 8.982723375083879e-05]","[1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]","None","None","None","2018-11-09 13:28:09.700159",522.213471,"lpi"
"6",6,"Title",1,1012,"Neural Network","Binary cross entropy","None","remove",10,6,"[0.06943714618682861, 0.9983620047569275, 0.9988112449645996, 0.0008470574975945055, 0.0927535817027092, 0.000765159260481596, 0.8722227215766907, 0.9999904632568359, 0.014803415164351463, 0.000413378729717806, 0.02370455674827099, 0.9956651329994202, 0.01634884439408779, 0.9983307719230652, 0.999895453453064, 0.31078383326530457, 0.6628955602645874, 0.9996861219406128, 0.006654129363596439, 0.03701884672045708, 0.9999926090240479, 0.812477171421051, 0.001689014839939773, 0.9949836730957031, 0.004644188564270735, 0.9999287128448486, 7.710368663538247e-06, 0.15752284228801727, 0.9962369203567505, 0.999998927116394, 0.9998914003372192, 8.386573608731851e-05, 0.9389276504516602, 0.9990854263305664, 0.00190222158562392, 0.9671003222465515, 0.021557971835136414, 0.9978984594345093, 0.3330628573894501, 0.012784396298229694, 0.02829933911561966, 0.0032629643101245165, 0.9676297903060913, 0.023347578942775726, 0.9999707937240601, 0.21697768568992615, 0.9999910593032837, 0.9975816011428833, 0.8511779308319092, 0.011785676702857018, 0.9991349577903748, 0.0006271235179156065, 0.13710139691829681, 0.9997794032096863, 0.053314968943595886, 0.568264365196228, 0.9991952776908875, 0.9984330534934998, 0.3585667014122009, 0.020361071452498436, 0.46488529443740845, 0.9983444213867188, 0.00013694883091375232, 0.9982801675796509, 0.9951760768890381, 0.8728652000427246, 0.9947137236595154, 0.022668015211820602, 0.000564789108466357, 0.0023112427443265915, 0.05698284134268761, 0.9999914169311523, 0.4601944088935852, 0.9999425411224365, 4.7303976202783815e-07, 0.002407622057944536, 0.9787704348564148, 0.9929592609405518, 0.025349466130137444, 0.7449204325675964, 0.9930013418197632, 0.051598064601421356, 0.22055462002754211, 0.9762037992477417, 0.0047477539628744125, 0.9999985694885254, 0.9841811656951904, 0.9999154806137085, 0.9999998807907104, 0.0013891324633732438, 0.9998950958251953, 0.9994316697120667, 0.27760010957717896, 0.9748681783676147, 0.024894168600440025, 0.9921442270278931, 0.0006515792920254171, 0.9998267292976379, 0.0014016169589012861, 0.39959681034088135, 6.81765450281091e-05]","[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]","None","None","None","2018-11-09 13:28:09.700159",518.2394,"lpi"
