"","X","Attribute","Seed_number","N_training_docs","Classifier","Cost_function","Stop_words","Unknown_words","CV_folds","Fold","CV_Predicted_Probs","CV_True_Class","N_test_docs","Test_Predicted_Probs","Test_True_Class","Date_Time"
"1",1141,"TitleAbstract",2,857,"Neural Network","Binary cross entropy","NLTK_stop_words.txt","rand",10,1,"[0.9997230172157288, 0.03709106519818306, 0.8111271262168884, 0.9961899518966675, 0.3735138773918152, 0.0005403840914368629, 0.9923851490020752, 1.6918413166422397e-05, 0.9892559051513672, 0.9978753328323364, 0.0016703151632100344, 0.9980341792106628, 0.998836100101471, 0.9994742274284363, 0.13437265157699585, 0.9969402551651001, 0.001173964818008244, 0.991320788860321, 0.9994924068450928, 0.0014460228849202394, 0.9998810291290283, 0.9999306201934814, 0.9997254014015198, 0.9990719556808472, 0.32372143864631653, 0.017611779272556305, 0.13126549124717712, 0.016958897933363914, 0.9992724061012268, 0.9845331311225891, 0.9968252182006836, 0.9986893534660339, 0.9904409646987915, 0.984527587890625, 0.06901846826076508, 0.9509176015853882, 0.9954663515090942, 0.006757194176316261, 0.9369556307792664, 0.9975666999816895, 0.9836138486862183, 0.6043659448623657, 0.3927053213119507, 0.9970054030418396, 0.04077388346195221, 0.9994198083877563, 0.8369339108467102, 0.8651649355888367, 0.27887341380119324, 0.007309567183256149, 0.0005817477940581739, 0.9987309575080872, 0.9999034404754639, 0.08189259469509125, 0.0024287120904773474, 0.0038286768831312656, 0.015576940961182117, 0.993618369102478, 0.0001294906105613336, 0.980693519115448, 0.0029671676456928253, 0.9163433313369751, 0.005628196522593498, 0.9964008331298828, 0.00026705674827098846, 0.9939358830451965, 0.9800388216972351, 0.9968945980072021, 0.002367383800446987, 0.541353702545166, 0.9770618081092834, 0.05374608561396599, 0.9549152851104736, 0.00063574273372069, 0.022761086001992226, 0.9946289658546448, 0.29341474175453186, 0.5286415219306946, 0.9090422987937927, 0.005490417592227459, 0.15309268236160278, 0.9978000521659851, 0.004335793666541576, 0.9578494429588318, 0.995322048664093, 0.0072616091929376125, 0.9991512298583984]","[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0]","215","[0.9879816174507141, 0.9988142251968384, 0.9687973260879517, 0.018598636612296104, 0.992335855960846, 0.05365634337067604, 0.07877828925848007, 0.9994953870773315, 0.9991579055786133, 0.982914388179779, 0.017042458057403564, 0.9712690711021423, 0.2263796180486679, 0.8531465530395508, 0.41021400690078735, 0.0010184363927692175, 0.9962892532348633, 0.06920300424098969, 0.8384230732917786, 0.9748265743255615, 0.9860377907752991, 0.9824998378753662, 0.041134145110845566, 0.9968336224555969, 0.9640558958053589, 0.9958219528198242, 0.9887410998344421, 0.0631786584854126, 0.8961048722267151, 0.011337502859532833, 0.0935269445180893, 0.03400902450084686, 0.9811456799507141, 0.7639510035514832, 0.9917731881141663, 0.9973189234733582, 0.0007318031857721508, 0.9995570778846741, 0.9986096620559692, 0.9909387826919556, 0.16583572328090668, 0.924980640411377, 0.9888452887535095, 0.9883524775505066, 0.6642076373100281, 0.9851876497268677, 0.951395571231842, 0.9918627738952637, 0.007412922102957964, 0.004890283104032278, 0.017343794927001, 0.004178452771157026, 0.9980105757713318, 0.9972350001335144, 0.998043417930603, 0.5128498077392578, 0.004923132248222828, 0.418478786945343, 0.9986308217048645, 0.08167480677366257, 0.9991592168807983, 0.989997386932373, 0.031513750553131104, 0.9948374629020691, 0.9945350885391235, 0.9738535284996033, 0.9980265498161316, 0.9990799427032471, 0.012674140743911266, 0.9991311430931091, 0.004039558116346598, 0.9971676468849182, 0.9997962117195129, 0.9948186278343201, 0.018733644858002663, 0.9704663157463074, 0.23924463987350464, 0.9948107004165649, 0.9975866079330444, 0.9996845722198486, 0.7683213949203491, 0.9997829794883728, 0.9880474805831909, 0.4428131580352783, 0.015186138451099396, 0.007862514816224575, 0.02500128000974655, 0.027405191212892532, 0.5330414175987244, 0.8988906145095825, 0.928084135055542, 0.9973951578140259, 0.9487002491950989, 0.09850502759218216, 0.014917143620550632, 0.0202296394854784, 0.3699471652507782, 0.9997193217277527, 0.002563217654824257, 0.9196731448173523, 0.9708525538444519, 0.02693718858063221, 0.9692825078964233, 0.999261200428009, 0.08583130687475204, 0.7108200192451477, 0.8226485252380371, 0.2481747418642044, 0.4975540339946747, 0.027616791427135468, 0.9092620611190796, 0.7604758143424988, 0.9994170665740967, 0.997733473777771, 0.9925251007080078, 0.059191565960645676, 0.9398250579833984, 0.05586057901382446, 0.9459287524223328, 0.9922435879707336, 0.5633416771888733, 0.990261971950531, 0.991759717464447, 0.024868853390216827, 0.9982296824455261, 0.9979466795921326, 0.006517952773720026, 0.9960635304450989, 0.061123382300138474, 0.3016124665737152, 0.10929584503173828, 0.0028477327432483435, 0.16126765310764313, 0.8664859533309937, 0.032910604029893875, 0.07332558929920197, 0.9987903237342834, 0.9938620328903198, 0.10248401761054993, 0.030829008668661118, 0.007064547855407, 0.9860756993293762, 0.9916512370109558, 0.05827832221984863, 0.15021546185016632, 0.9888353943824768, 0.037833791226148605, 0.9997894167900085, 0.14236679673194885, 0.9630922079086304, 0.2880382537841797, 0.9828898310661316, 0.998881995677948, 0.99954754114151, 0.0813053697347641, 0.02242874912917614, 0.0031036792788654566, 0.9988294243812561, 0.13600638508796692, 0.025662025436758995, 0.916456937789917, 0.0519334115087986, 0.8938350677490234, 0.014624806120991707, 0.9854336977005005, 0.8260501027107239, 0.9939425587654114, 0.002504328964278102, 0.006641213316470385, 0.9504757523536682, 0.5781026482582092, 0.476737916469574, 0.999036431312561, 0.6088303923606873, 0.028701946139335632, 0.23626282811164856, 0.2721851170063019, 0.7425364255905151, 0.008702725172042847, 0.9822371602058411, 0.2056732326745987, 0.011993126012384892, 0.8046174645423889, 0.9795439839363098, 0.9964130520820618, 0.9813659191131592, 0.9984867572784424, 0.4876966178417206, 0.015524310059845448, 0.001004423014819622, 0.9948514103889465, 0.9970316886901855, 0.7173715829849243, 0.6614779233932495, 0.9449958205223083, 0.9980376362800598, 0.9325922727584839, 0.022998763248324394, 0.00043013106915168464, 0.017343536019325256, 0.047580353915691376, 0.9707083106040955, 0.9926040768623352, 0.9978854060173035, 0.9130160808563232, 0.025332123041152954, 0.18424807488918304, 0.9252066612243652, 0.009173786267638206, 0.04670000821352005, 0.15076632797718048, 0.959778904914856, 0.9974899291992188, 0.0034453801345080137, 0.5551493167877197]","[1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]","2018-11-10 12:32:13.447721"
"2",1142,"TitleAbstract",2,857,"Neural Network","Binary cross entropy","NLTK_stop_words.txt","rand",10,2,"[0.019779426977038383, 0.9975772500038147, 0.01245664432644844, 0.0027598498854786158, 0.5979188680648804, 0.9873207807540894, 0.9900540113449097, 0.9629807472229004, 0.4133773148059845, 0.1742376983165741, 0.2577238380908966, 0.5971533060073853, 0.046461474150419235, 0.27845072746276855, 0.99649977684021, 0.9992695450782776, 0.01410017628222704, 0.004441663157194853, 0.9794167876243591, 0.16215264797210693, 0.09685318171977997, 0.9991850256919861, 0.0058415778912603855, 0.10482711344957352, 0.06599084287881851, 0.0163287203758955, 0.9961269497871399, 0.9998445510864258, 0.978812575340271, 0.0004250367055647075, 0.0008670873939990997, 0.1109105572104454, 0.00255656149238348, 0.9978922009468079, 0.0001249639899469912, 0.19914130866527557, 0.9984789490699768, 0.9975321292877197, 0.0017091482877731323, 0.9997441172599792, 0.9967913031578064, 0.3267821669578552, 0.9832915663719177, 0.9949601888656616, 0.0042809899896383286, 0.9747981429100037, 0.0013281108113005757, 0.9963591694831848, 0.9872524738311768, 7.685767923248932e-05, 0.9682645201683044, 0.9965494871139526, 0.09979098290205002, 0.0023130520712584257, 0.0004471318970900029, 0.9980250597000122, 0.977429986000061, 0.9989100694656372, 0.00011933975474676117, 0.9409945607185364, 0.009993585757911205, 0.42441868782043457, 0.0015869877533987164, 0.010632096789777279, 0.9632807374000549, 0.9992627501487732, 0.08071838319301605, 0.9998378753662109, 0.00045973234227858484, 0.9214545488357544, 0.0031182575039565563, 0.026653185486793518, 0.9993305206298828, 0.9916374087333679, 0.027550410479307175, 0.9910187721252441, 0.9999336004257202, 0.997804582118988, 0.17583027482032776, 0.0016254042275249958, 0.9994106292724609, 0.11212414503097534, 0.010154027491807938, 0.018152333796024323, 0.008986439555883408, 0.007513055577874184, 0.9950271248817444]","[0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","None","None","None","2018-11-10 12:32:13.447721"
"3",1143,"TitleAbstract",2,857,"Neural Network","Binary cross entropy","NLTK_stop_words.txt","rand",10,3,"[0.9936429262161255, 0.026547875255346298, 0.1504509449005127, 0.996358335018158, 0.00028252846095710993, 0.9868240356445312, 0.12366388738155365, 0.04149665683507919, 0.9985985159873962, 0.0010437091113999486, 0.004216222558170557, 0.18832513689994812, 0.9940668344497681, 0.9869586825370789, 0.9848526120185852, 0.9036157131195068, 0.9450074434280396, 0.0003306327562313527, 0.007831779308617115, 0.6479606032371521, 0.9971133470535278, 0.0015731811290606856, 0.9949681162834167, 0.0017841833177953959, 0.9620412588119507, 0.05461026728153229, 0.9774739146232605, 0.057931069284677505, 0.9871790409088135, 0.7300567030906677, 0.9176228642463684, 0.989983081817627, 0.2479589730501175, 0.03856544941663742, 0.0007239990518428385, 0.15330734848976135, 0.0028222263790667057, 0.6892243027687073, 0.9645232558250427, 0.021228311583399773, 0.930519163608551, 0.9786494374275208, 0.006024915259331465, 0.9962242841720581, 0.9970903396606445, 0.025171838700771332, 0.8633499145507812, 0.01980336755514145, 0.9768617749214172, 0.9866744875907898, 0.11461599171161652, 0.9965799450874329, 0.9910752773284912, 0.0011332196881994605, 0.08456660807132721, 0.009612634778022766, 0.03054777905344963, 0.0010355834383517504, 0.9195003509521484, 0.22949907183647156, 0.9720715284347534, 0.9996020197868347, 0.0692012682557106, 0.9962104558944702, 0.998511016368866, 0.5009344816207886, 0.9090481400489807, 0.9911572933197021, 0.0060014366172254086, 0.006806706078350544, 0.999715268611908, 0.04049099236726761, 0.9900432825088501, 0.9535322189331055, 0.9942362904548645, 0.9912158250808716, 0.9932276606559753, 0.05876739323139191, 0.02224680408835411, 0.053689610213041306, 0.01491317804902792, 0.9768460988998413, 0.99830162525177, 0.9965983033180237, 0.9108238220214844, 0.0009404567535966635, 0.9688132405281067]","[1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]","None","None","None","2018-11-10 12:32:13.447721"
"4",1144,"TitleAbstract",2,857,"Neural Network","Binary cross entropy","NLTK_stop_words.txt","rand",10,4,"[0.9925944209098816, 0.15221041440963745, 0.1364797055721283, 3.621372889028862e-05, 0.026581205427646637, 0.9993757605552673, 0.25030606985092163, 0.0007637398084625602, 0.056885819882154465, 0.9923599362373352, 0.6864916682243347, 0.0016609129961580038, 6.286923598963767e-05, 0.8868221640586853, 0.9993441700935364, 0.00023518671514466405, 0.9886718988418579, 0.9607471227645874, 0.990044355392456, 6.354230572469532e-05, 0.959470808506012, 0.9622752070426941, 0.1673758178949356, 0.8988767266273499, 0.00021494489919859916, 0.8018233776092529, 0.005335438530892134, 0.01680745929479599, 0.0012398591497913003, 0.9454741477966309, 0.0026935848873108625, 0.989700198173523, 0.001867824699729681, 0.8935621976852417, 0.010184135288000107, 0.009010208770632744, 0.9638734459877014, 0.0027409601025283337, 0.9988166093826294, 0.9904348850250244, 0.868198812007904, 0.0017725350335240364, 0.9991660118103027, 0.9981321692466736, 0.9757235050201416, 0.3516750633716583, 0.9976844787597656, 0.013722622767090797, 0.9952248334884644, 0.5119619965553284, 0.016741139814257622, 0.0004164283745922148, 0.988547682762146, 0.973087728023529, 0.3460477590560913, 0.9995912909507751, 0.6994378566741943, 0.0005660259048454463, 0.008468718267977238, 0.0033518821001052856, 0.002917572157457471, 0.9959090948104858, 0.9991494417190552, 0.5898532271385193, 0.7802404165267944, 0.01269742101430893, 9.810455594561063e-06, 0.006535056047141552, 0.9946724772453308, 0.9847081899642944, 0.9998564720153809, 0.9969828724861145, 0.0013836733996868134, 0.0029800094198435545, 0.35113370418548584, 0.9782605767250061, 3.1107432732824236e-05, 0.003296458860859275, 0.4446828365325928, 0.013336475007236004, 0.7553225755691528, 8.013819751795381e-05, 0.008275002241134644, 0.7536622881889343, 0.02089221403002739, 0.008299663662910461]","[1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","None","None","None","2018-11-10 12:32:13.447721"
"5",1145,"TitleAbstract",2,857,"Neural Network","Binary cross entropy","NLTK_stop_words.txt","rand",10,5,"[0.9998724460601807, 0.0035898566711694, 0.9969803690910339, 0.9999222755432129, 0.009411144070327282, 0.020248305052518845, 3.271230889367871e-05, 0.9703669548034668, 0.0008399010985158384, 0.1854979246854782, 0.12318959087133408, 0.08289534598588943, 0.06783289462327957, 0.9996065497398376, 0.11581098288297653, 0.9992726445198059, 0.0038866596296429634, 6.279858644120395e-05, 0.9995617270469666, 0.9414752721786499, 0.9988865256309509, 0.9987789988517761, 0.13134001195430756, 0.3261152505874634, 0.18399372696876526, 0.9774488806724548, 0.4307715892791748, 0.9988344311714172, 0.09187059849500656, 0.9981611371040344, 0.027155976742506027, 0.03552781045436859, 0.005091268103569746, 0.9921786785125732, 0.02431834675371647, 0.9995906949043274, 0.7657541632652283, 0.9707947373390198, 0.00018755064229480922, 0.016785182058811188, 0.002758051035925746, 0.9638681411743164, 0.010919587686657906, 0.9591959714889526, 0.998553454875946, 0.0010942233493551612, 0.08065955340862274, 0.06202792376279831, 0.9966697096824646, 0.004701030906289816, 0.9634044170379639, 0.7310730218887329, 0.00018041326256934553, 0.03023303486406803, 0.9984152317047119, 0.9991729855537415, 0.00539108831435442, 0.004436917137354612, 0.9852339625358582, 0.9994648098945618, 0.9761236906051636, 0.006883412599563599, 0.012664967216551304, 0.9945552349090576, 0.14818979799747467, 0.9884623885154724, 0.011837190948426723, 0.9619470238685608, 0.9997289776802063, 0.999728262424469, 0.00018905452452600002, 0.9990355968475342, 0.004430701490491629, 0.9987469911575317, 0.0007266592001542449, 0.997927188873291, 0.9027873277664185, 0.036123186349868774, 0.02745366469025612, 0.590395450592041, 0.0583002083003521, 0.23127996921539307, 0.00032645880128256977, 0.999494194984436, 0.9970064759254456]","[1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0]","None","None","None","2018-11-10 12:32:13.447721"
"6",1146,"TitleAbstract",2,857,"Neural Network","Binary cross entropy","NLTK_stop_words.txt","rand",10,6,"[0.7170119285583496, 6.859468703623861e-05, 0.6487442255020142, 0.00043883692706003785, 0.9834866523742676, 0.011469927616417408, 0.9973922967910767, 0.9953302145004272, 0.005002063699066639, 0.9978860020637512, 0.0012857242254540324, 0.46131595969200134, 0.9033294320106506, 0.8487839102745056, 0.0008211401291191578, 2.592897908471059e-05, 0.00954954419285059, 0.8896516561508179, 0.00015472043014597148, 0.9935218691825867, 0.9994211196899414, 0.17091263830661774, 3.7692157093260903e-06, 0.9613509178161621, 0.9884810447692871, 1.25962549191172e-06, 0.9950554370880127, 0.09463842958211899, 8.62058368511498e-05, 0.9964369535446167, 0.9984307885169983, 0.020821690559387207, 0.9989916682243347, 0.9954861998558044, 0.05918622016906738, 0.9991335272789001, 0.0011135706445202231, 1.3386460523179267e-05, 0.9732404947280884, 0.993118405342102, 0.9994630217552185, 0.9941239953041077, 7.699420166318305e-06, 4.607837036019191e-05, 1.7931020011019427e-06, 0.014339915476739407, 0.8987653255462646, 3.973221828346141e-05, 0.0012041120789945126, 0.0032478603534400463, 0.9472804665565491, 0.005171561613678932, 2.1590807591564953e-05, 0.9944732785224915, 0.0004326704074628651, 0.9988138675689697, 5.944508666289039e-05, 0.6600105166435242, 0.9362025260925293, 0.9941788911819458, 0.0001511935261078179, 0.0004879813059233129, 0.9685938954353333, 0.00014307774836197495, 0.0012651038123294711, 0.0018270384753122926, 0.9921360015869141, 0.9916388392448425, 0.15990623831748962, 0.00012455617252271622, 0.00029813661240041256, 0.99244225025177, 0.9971655011177063, 0.8893696069717407, 0.9904208183288574, 0.00021127048239577562, 0.9817025661468506, 0.9529099464416504, 0.9485317468643188, 0.9588909149169922, 3.924517841369379e-06, 0.00037696605431847274, 3.1020219466881827e-05, 0.9788139462471008, 2.484284209458565e-07]","[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","None","None","None","2018-11-10 12:32:13.447721"
"7",1147,"TitleAbstract",2,857,"Neural Network","Binary cross entropy","NLTK_stop_words.txt","rand",10,7,"[0.0007870087283663452, 0.0006777039379812777, 0.9847362637519836, 0.9833574891090393, 0.00024110631784424186, 0.9992414712905884, 0.0008634979603812099, 0.9790830016136169, 0.9993987083435059, 0.10260765999555588, 0.004799216985702515, 0.1661244034767151, 0.0021628024987876415, 0.9912870526313782, 0.07270009070634842, 0.9943497776985168, 0.9554250240325928, 0.9970669150352478, 0.016260487958788872, 0.21673601865768433, 0.9980725049972534, 0.9161750674247742, 0.014857093803584576, 0.0005085703451186419, 0.999652624130249, 0.019126685336232185, 0.016805963590741158, 0.9976131916046143, 0.020413359627127647, 0.9996325969696045, 0.11107513308525085, 0.9849645495414734, 0.9998569488525391, 0.006170778535306454, 0.9997113347053528, 0.013378038071095943, 0.9777845144271851, 0.602786660194397, 0.9477900266647339, 0.0008780842181295156, 0.5359254479408264, 0.0012924129841849208, 0.6597367525100708, 0.9977660179138184, 0.003570511005818844, 0.9682364463806152, 0.009188865311443806, 0.015298767015337944, 0.999580442905426, 0.7723274230957031, 0.03948642686009407, 0.006379270926117897, 0.9974408149719238, 0.14482657611370087, 0.9947728514671326, 0.35592877864837646, 0.9972884654998779, 0.934573233127594, 0.08600737154483795, 0.9973303079605103, 0.014519795775413513, 0.9996819496154785, 0.9993983507156372, 0.5872889757156372, 0.035907015204429626, 0.9954374432563782, 0.006943811662495136, 0.9999001026153564, 0.016983987763524055, 0.029481319710612297, 0.00012050740770064294, 0.9982339143753052, 0.9853475093841553, 0.00044047567644156516, 0.9950763583183289, 0.15233509242534637, 0.2816748023033142, 0.8349564671516418, 0.9319329261779785, 0.577218770980835, 0.004629159811884165, 0.8109264969825745, 0.04049737751483917, 0.9874799847602844, 0.9989559650421143]","[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0]","None","None","None","2018-11-10 12:32:13.447721"
