"","X","Attribute","Seed_number","N_training_docs","Classifier","Cost_function","Stop_words","Stemmer","Weighting","Feature","Ngram_range","CV_folds","Fold","CV_Predicted_Probs","CV_True_Class","N_test_docs","Test_Predicted_Probs","Test_True_Class","Date_Time"
"1",1,"TitleAbstract",2,1012,"LogisticRegression","l2","over_0.85_df","lancaster","tf-idf","word","(1, 2)",10,2,"[0.6153651704041443, 0.5505236991078248, 0.6383197759090993, 0.7661509304360734, 0.393547049671317, 0.866533295717619, 0.2257793846254467, 0.6895815423610964, 0.698576471551898, 0.35941669790878966, 0.3245260235274301, 0.7210464401208416, 0.3891735145189489, 0.48850896426103574, 0.3118341941220013, 0.7176479458559932, 0.28454264040202204, 0.23203826981621248, 0.8054581804026206, 0.7548929241996667, 0.537034832000285, 0.4647562951269966, 0.6646552667734186, 0.3766214255784468, 0.20292237865575635, 0.7613881264569421, 0.7325502216337034, 0.7847698058504418, 0.292302249561778, 0.6852962653385443, 0.7663630764200615, 0.25272316584669136, 0.30627690852925726, 0.26428426748593536, 0.31546492657053077, 0.8822314236236887, 0.41104855963294656, 0.6347513132704937, 0.34027161373264303, 0.4099916697404, 0.5238056949050196, 0.29740013910981755, 0.7323647688241913, 0.6225585712845711, 0.6142148233019986, 0.2612426804851487, 0.3507232986096298, 0.13914723212228994, 0.7015520838863507, 0.27180338286402844, 0.44215421278804357, 0.33504423130860084, 0.6103867664814923, 0.24365160250490867, 0.25511815170953717, 0.6570129736156392, 0.5482468742163498, 0.7779873491658533, 0.8074821467549996, 0.3151092012084797, 0.2849851965902538, 0.7514402577489147, 0.7511506365901376, 0.3847573378091156, 0.7106348214238074, 0.8023812710054468, 0.4363667072855944, 0.36742442537408193, 0.3371401187176932, 0.8380712968385148, 0.8011719678998629, 0.6563915617369799, 0.25328673402037843, 0.3541989958165023, 0.5953269287753779, 0.36439210469897454, 0.2536536308773598, 0.2384146081457998, 0.8781809513960642, 0.7116127305883584, 0.8393450382462471, 0.3559848814106466, 0.4132531900759335, 0.32839888358275393, 0.6789248888393743, 0.27561713232348367, 0.17340001136678693, 0.33570953602929576, 0.5444969038292184, 0.7401034482707852, 0.6950313854117339, 0.6647740775142027, 0.32455927110833754, 0.19683537024804568, 0.5994760281503753, 0.4689775281117489, 0.2924358968506047, 0.3505201101245948, 0.2794539739626828, 0.3693442950755456, 0.8031356053939803, 0.8436434518817375, 0.37567020499713766]","[1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]","254","[0.2958955440147856, 0.7510230023123283, 0.7934546543901789, 0.49738469311255357, 0.6598350539896706, 0.4011489439566686, 0.19646887785175188, 0.3537419730104825, 0.886722756163562, 0.7220073489458275, 0.6126265948638305, 0.45201916387114033, 0.5651847061577452, 0.7292670755429939, 0.2855759509294748, 0.23698661549524075, 0.2159603803115633, 0.30762116506058224, 0.7273388243624777, 0.24988209202383768, 0.4070383124899277, 0.4378460155196867, 0.3540264587146458, 0.7729596872940184, 0.33214770258317355, 0.6224923150110707, 0.6456066724118722, 0.2997661425742659, 0.671954694769043, 0.7343525117692408, 0.7994783086496382, 0.2718349341670091, 0.21886403059736576, 0.6978360735948845, 0.25477397929387585, 0.1497437361645576, 0.828451766645404, 0.7518314609801255, 0.818869904116419, 0.8739633935342589, 0.43217704434021265, 0.7607017766672728, 0.7705401266775205, 0.7691184858535582, 0.34856477876974445, 0.21130468585903905, 0.7488027423087519, 0.28699326744209985, 0.36916833850509023, 0.17418899391055076, 0.3049235824917863, 0.43178685764494795, 0.6694119355745167, 0.3511733706487293, 0.2713141285246836, 0.7198407533031859, 0.8545246924618952, 0.4224678290978983, 0.8860997467954191, 0.7775199544194265, 0.6217294113778754, 0.646396486085941, 0.8503052534855634, 0.7508203472888498, 0.9063468908596851, 0.8217594396555687, 0.18692749088548705, 0.4431311678673605, 0.35749278868563844, 0.7522060592511353, 0.3657101137819231, 0.8014078120448671, 0.8811480588255064, 0.7551042651069922, 0.9120674173035931, 0.6498652171741798, 0.8671425805440292, 0.8411649720192264, 0.6726384685413527, 0.30983444792180337, 0.6852459275250355, 0.7184162934504709, 0.6982434026667621, 0.6711030758702206, 0.7446668691070671, 0.7067995403484438, 0.5961990088048426, 0.25922299497195606, 0.4346726719797288, 0.551554825372172, 0.33182476617536166, 0.7839019065555707, 0.7655084566123392, 0.784966664741794, 0.3226893111894834, 0.3797203249196887, 0.32457907238103206, 0.754489955426347, 0.3130773817415503, 0.6803076044423662, 0.693919549848929, 0.30627535934319805, 0.6382766977869684, 0.7680544379424392, 0.6872925841793883, 0.5974583048640064, 0.7746894892974847, 0.17175521481724948, 0.8513216248568112, 0.27400948316804286, 0.7191241964952595, 0.2813078186959142, 0.7668147747825085, 0.3808001431083704, 0.8032289054575402, 0.2795914761479226, 0.8280819228564841, 0.8239804561150798, 0.7466761846435634, 0.35539400496608187, 0.6410302108920931, 0.5907116498930967, 0.5231826292887521, 0.19074599803051107, 0.2556938486362974, 0.2553335843547467, 0.2702357293682375, 0.21256239024676832, 0.7455115797699001, 0.7559404044314835, 0.820814147941151, 0.8485481366798436, 0.2607893101097619, 0.24129571884535914, 0.7394439948541854, 0.7257350203742036, 0.7735427820469195, 0.31932786911556554, 0.5916982925620168, 0.7190457721335806, 0.26689956008665694, 0.6967566821426788, 0.6893336233841615, 0.3455378697491551, 0.7140452457546306, 0.8642511484849265, 0.39216884392590146, 0.25591461167419605, 0.23536055170020098, 0.7000674410377807, 0.5078544291085896, 0.5994157340332873, 0.7653382297693183, 0.846234973131356, 0.39876133341202447, 0.8000432912980185, 0.2585590881725284, 0.6681210037501654, 0.8483916414351732, 0.3078052607357549, 0.566765802348789, 0.6399394597653836, 0.3479326362254306, 0.7777778789854716, 0.3394152938324099, 0.27082788865091223, 0.7537458694081747, 0.34807135048444093, 0.8208521488210316, 0.39053865888570016, 0.23778907359296228, 0.2551589197556249, 0.7482387021058053, 0.27788099639612884, 0.28311800314496605, 0.3013835825999135, 0.6759541427128707, 0.7899397403149279, 0.30397449157597817, 0.21151853819532768, 0.6660920641874932, 0.5875461972560049, 0.50693954978976, 0.24390534039263584, 0.6160772563381798, 0.28738932302476383, 0.6283581648830034, 0.33650877718717287, 0.7920305428502624, 0.5085030551510695, 0.7406036012733492, 0.7233631148410118, 0.7626845280772202, 0.38875834634217726, 0.41216347712718326, 0.2942659737552141, 0.6835035828612165, 0.33822917279886316, 0.2780474102984158, 0.7284801626521199, 0.3193990030622921, 0.76012119999037, 0.3881263070732375, 0.5847110176367474, 0.20238918194239253, 0.7496744574526238, 0.4085674777430894, 0.1949148421851948, 0.6850865864867813, 0.38864303566470215, 0.35514790805166935, 0.8155848699737088, 0.39238685862585326, 0.29818250781649064, 0.327557346517595, 0.19818218705328805, 0.4937015958924934, 0.6210376949148337, 0.9228427630461307, 0.4147193729056391, 0.30900339844045605, 0.6315772556565877, 0.7527690718073275, 0.8197206368529601, 0.7194164710946385, 0.7158584648127312, 0.19842311857214442, 0.24077034398364738, 0.4264304418255301, 0.6619996935266049, 0.693624265215134, 0.6838507972446347, 0.6236065901760011, 0.7378039811601297, 0.5168938738601697, 0.6900983415473101, 0.3341451647218153, 0.4464997246486427, 0.20170592676808113, 0.27945367702921153, 0.7836111626218409, 0.8149187217343734, 0.8625417787278064, 0.2903098139834837, 0.3643872206172275, 0.36647036221255125, 0.5743889399454216, 0.3073355278058817, 0.4772960435327851, 0.2719619004943243, 0.7467759398681173, 0.6907858038175645, 0.33637369903012804, 0.1966323591456826]","[0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]","2018-10-16 15:29:19.992013"
"2",2,"TitleAbstract",2,1012,"LogisticRegression","l2","over_0.85_df","lancaster","tf-idf","word","(1, 2)",10,3,"[0.6978819673912455, 0.7873267083709463, 0.755955102143689, 0.2878522294043448, 0.2890956997401664, 0.43977828980513517, 0.7524994915336072, 0.7790623212022941, 0.36178010983121606, 0.5125043591775809, 0.26059349349473365, 0.27043334595490803, 0.7465200094539284, 0.2655021544621015, 0.419599194498575, 0.4769712190848609, 0.6571673209841166, 0.7839043244877989, 0.5551453259616413, 0.2126708587331491, 0.27931429211154174, 0.24060520276029207, 0.517893130976713, 0.2319241370664371, 0.7222610586793444, 0.7674764107528816, 0.2857973191412258, 0.7724334268029835, 0.8521905527707271, 0.5757318858379873, 0.7509514067807861, 0.5382085102783348, 0.5382348612485571, 0.31797402697104, 0.48533309491919485, 0.7290816744931138, 0.24592131888551025, 0.33223657350974023, 0.38831361544249565, 0.28324698903993056, 0.31316542716415746, 0.296073027581721, 0.7784044125666508, 0.28625481320355106, 0.6456480587702464, 0.435560425925435, 0.8504233076115906, 0.2835500646851408, 0.2777595634077461, 0.636328285738487, 0.7760149515416238, 0.3192054805006042, 0.6512781985335087, 0.359700136731709, 0.32777684220829045, 0.6593300758191221, 0.7100247357203137, 0.610428245827401, 0.33562391463306357, 0.7186368030113048, 0.7631944862677498, 0.27679488847151645, 0.3229789821650075, 0.754582742123683, 0.635409770917161, 0.31388016251208395, 0.32676912695822286, 0.2565088354362103, 0.26255168681372426, 0.6728815969152995, 0.7832218186315356, 0.3236253245335845, 0.7995904236051569, 0.7597073815541714, 0.7478961462911841, 0.25004182558906485, 0.3972692773132759, 0.6999437661621264, 0.329654507225458, 0.25609518952204297, 0.34462769472082555, 0.616833318290962, 0.6734360922128828, 0.312187413782994, 0.907561664333422, 0.22054710724620993, 0.22668305127340663, 0.7665477597802447, 0.49661633722793574, 0.5022506195840613, 0.7616098000268449, 0.5762446341463512, 0.7702485240099055, 0.29220023715622995, 0.518514843138628, 0.321266358325782, 0.9324256493916151, 0.8584844812062532, 0.8106143538583119, 0.2724590028715948, 0.3659883971271264]","[1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0]","None","None","None","2018-10-16 15:29:30.226993"
"3",3,"TitleAbstract",2,1012,"LogisticRegression","l2","over_0.85_df","lancaster","tf-idf","word","(1, 2)",10,4,"[0.3321446640493749, 0.7491735481323422, 0.29563829927678276, 0.45065299816331444, 0.33585292479454004, 0.6446750788001616, 0.3498325851108454, 0.7787916527251896, 0.6908062143723064, 0.3385713514477786, 0.368762057407063, 0.46657583935032937, 0.6593081524178558, 0.6984611204791926, 0.6688681317391583, 0.25554984669364655, 0.4080759859156654, 0.3151786303771105, 0.564018978026426, 0.7920382017361893, 0.753901117213541, 0.32786197593185656, 0.7100608539175054, 0.3062483271853945, 0.42223978629035436, 0.2764188424449228, 0.3025366800640239, 0.6693478551963425, 0.7367576441388434, 0.8553451600614443, 0.4069717144695693, 0.42687154658501436, 0.7869224806386167, 0.7397278081685924, 0.6124722075927482, 0.3300959256736748, 0.47212083564655183, 0.7241150530835956, 0.31127556114134486, 0.6267219787450442, 0.284840007828278, 0.4506253643293384, 0.6655988097455822, 0.6209216958758255, 0.8161410784582895, 0.3165047983613555, 0.5840574077692545, 0.6481489410715013, 0.8331671430357483, 0.5427236041155549, 0.5976888359321227, 0.7046194391175524, 0.2485848058156018, 0.8692954552445505, 0.6052241326929297, 0.7993783259704984, 0.6829225765994354, 0.3550207416191289, 0.7101997693308714, 0.6790536188161939, 0.19266422524742655, 0.612184528657334, 0.28179552076897785, 0.3552122432999637, 0.714938116680835, 0.41566247420300817, 0.3124583994386994, 0.6791560159070944, 0.7956954007055214, 0.7934293246061496, 0.5633774318047918, 0.38927939744614776, 0.5968186912101459, 0.2998762039631729, 0.4203784377485275, 0.2935993105760094, 0.28777885356669974, 0.6918304417207327, 0.3974301615870436, 0.2679230639483008, 0.7509519576107387, 0.45209423476662924, 0.21075791833124694, 0.22526454395796047, 0.2322252845243901, 0.5056908537344813, 0.8502189715521768, 0.33960533651938374, 0.610467272392542, 0.32297084079081645, 0.3772001775958834, 0.8494779286806154, 0.25150905293827486, 0.22960919348584297, 0.5058287128154021, 0.32156370320482824, 0.402313122059075, 0.6987298623990306, 0.8444811497288375, 0.24827139701409778, 0.3018193404761427]","[0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]","None","None","None","2018-10-16 15:29:33.879088"
"4",4,"TitleAbstract",2,1012,"LogisticRegression","l2","over_0.85_df","lancaster","tf-idf","word","(1, 2)",10,5,"[0.6363194959531668, 0.3930795976875565, 0.7334863948272348, 0.2622682045584257, 0.7579766864939016, 0.21313130082777365, 0.7118312531065865, 0.5759805939292938, 0.2029579454100837, 0.7056595075757514, 0.7641315804897654, 0.2660673826517093, 0.6840682059165178, 0.8163606818191977, 0.8380762323887602, 0.30093089813967744, 0.35515471763953416, 0.8135627922839045, 0.30922670661474017, 0.2425194041527198, 0.21450925788238076, 0.8710080050835005, 0.7726138825066942, 0.790363393072799, 0.7061459611578036, 0.17818252918882768, 0.645883808393401, 0.7315939478372047, 0.7036855593360621, 0.32995314233481643, 0.7947244181660704, 0.4189601036305717, 0.7132293614530829, 0.3931956702472491, 0.8851715748068483, 0.7658180753596061, 0.2526507359506972, 0.19732688477306035, 0.34516564416412954, 0.29641296503124015, 0.548261583708447, 0.6128045200601567, 0.35559274809508434, 0.5896339656657016, 0.2708514602309384, 0.5214666332808643, 0.5928646443615243, 0.33893362060632437, 0.30757012449304544, 0.2701444739445377, 0.2100992978274361, 0.22629618880168545, 0.31137596897819586, 0.7489980135078307, 0.24186700450857057, 0.39912541605333823, 0.27582125727802204, 0.7099245165833515, 0.7339701555228263, 0.7286368545408091, 0.7135101777202139, 0.8560343056364514, 0.3180105442636715, 0.718499833815223, 0.7066249961097534, 0.7825962700664021, 0.7465676759553259, 0.3407894274524359, 0.16432501092321408, 0.18966103820251679, 0.5497206086004974, 0.3679740943797989, 0.21505093552540536, 0.3793436982717993, 0.3380034565201064, 0.7588812301815576, 0.7228914522376108, 0.3791038781417083, 0.3592051739198527, 0.17226716476650708, 0.7778410334768817, 0.5064571273065088, 0.4881827792984937, 0.7516288700549238, 0.6110546858389639, 0.9041988118167323, 0.739633120404093, 0.6709619338761709, 0.7133987700892789, 0.4219301549064433, 0.5516394302300007, 0.3333335013393208, 0.707413978379347, 0.3728540525298856, 0.5315863776940802, 0.7000560711467209, 0.781899864983019, 0.4177630546974517, 0.731104853586563, 0.2666686780953087, 0.2520413870749514]","[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]","None","None","None","2018-10-16 15:29:37.755715"
"5",5,"TitleAbstract",2,1012,"LogisticRegression","l2","over_0.85_df","lancaster","tf-idf","word","(1, 2)",10,6,"[0.766020378879481, 0.31570006752621277, 0.7236542961669034, 0.46941624446340774, 0.32166896420314817, 0.7951702721847692, 0.8533262043541467, 0.2674470927842947, 0.30366222357480765, 0.6450045591522661, 0.48243087018029024, 0.8140137574431308, 0.9202796108652971, 0.5906869302383015, 0.3474549665924988, 0.3512545239113026, 0.6753120653993797, 0.6621483419385008, 0.6298552550201014, 0.8629619689157261, 0.6675504292790582, 0.4035362965604826, 0.33535744796600697, 0.8388836761266033, 0.600775468297567, 0.20209312821409461, 0.2875477564742728, 0.26186824770503336, 0.31426689753499576, 0.7140767606319921, 0.31941687385225, 0.2958773154567413, 0.7816753667996232, 0.5341276441389355, 0.7583496192995323, 0.8172808786009668, 0.841383817750357, 0.238352671786993, 0.8095698804029414, 0.311164710888181, 0.3159106725368009, 0.2827850049130951, 0.42600349906871937, 0.5524099681338939, 0.35549727768543793, 0.4526645172108163, 0.24684868822212733, 0.27164069168926286, 0.8416642268915643, 0.8285345084546578, 0.435726230190207, 0.2532943525707286, 0.8188058766557835, 0.72304523367911, 0.7998206063990841, 0.32924799841453306, 0.3322276006085711, 0.386833371679332, 0.6243455880225013, 0.22870450755323699, 0.4421774090908505, 0.28302426003119896, 0.39273049041975133, 0.7256326317482221, 0.8251680950895182, 0.7859535491574569, 0.735532375628202, 0.20479996038765702, 0.6589560159133807, 0.1720249626853942, 0.1992087147041968, 0.2684426129895141, 0.5235932732969195, 0.7775775539053824, 0.4209435449896097, 0.3611816935891875, 0.2602912886940048, 0.5368520384146623, 0.6830016443585056, 0.2133357258929229, 0.8226014022905753, 0.2667936149841477, 0.7091900666994132, 0.854117991137863, 0.3084943062349308, 0.7526212979218818, 0.7389993456838707, 0.5894969716804106, 0.40641914159706233, 0.9114041059944294, 0.498278272044026, 0.8078298459949955, 0.23187949759875515, 0.8142781211954789, 0.34192597501917316, 0.5729399079416565, 0.32434364071622457, 0.6401003211198482, 0.8313755620387944, 0.26448542709658024, 0.7949913970858326]","[1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0]","None","None","None","2018-10-16 15:29:41.717290"
"6",6,"TitleAbstract",2,1012,"LogisticRegression","l2","over_0.85_df","lancaster","tf-idf","word","(1, 2)",10,7,"[0.6996888156583793, 0.825787935003619, 0.45921353308815704, 0.4274716799562856, 0.7743261150264121, 0.7694328261149943, 0.23491489751611544, 0.2550999194966909, 0.7415556536504074, 0.7052211247104279, 0.38250233265167605, 0.6581816993931697, 0.7742527427597437, 0.2263069439957265, 0.557638066094513, 0.4447185104985593, 0.8066302495249917, 0.644659556383966, 0.31022543432238925, 0.8591041858457616, 0.6846385110142302, 0.24254484528377893, 0.3831758610242895, 0.8175285587972235, 0.2884966999382493, 0.20164110052088463, 0.7181240433949865, 0.7057506738634549, 0.3320921245876751, 0.29109193279226736, 0.42672350979232315, 0.2257433643486691, 0.4472894138828624, 0.7826929073285378, 0.630722188952959, 0.7348734725896677, 0.24192669697137067, 0.7763450152626815, 0.3921884455417417, 0.3139727382241618, 0.2939519743720814, 0.783778570594307, 0.3512510518935418, 0.5352142095172112, 0.8949433417640185, 0.44357272068596776, 0.3072606263055438, 0.5980885456272734, 0.38646241612630133, 0.20535299769991908, 0.22942929145255592, 0.6045969410209743, 0.28593093353878185, 0.6527152434632298, 0.24202252644109964, 0.6083569305015974, 0.7419448762819173, 0.16446542406690115, 0.24650611565986202, 0.5440719131223939, 0.6643247720846271, 0.8763609498051572, 0.7175232333763566, 0.32988927458007733, 0.7747758674296648, 0.37675310821191416, 0.2763527845405193, 0.7925647951086916, 0.7728968403982535, 0.8342659313328917, 0.7770670013740608, 0.2896005610664686, 0.28718212179373986, 0.35203846148518975, 0.3636162537909714, 0.7172662324059377, 0.8657775567475248, 0.833174044100022, 0.29499790139312765, 0.32758945221845603, 0.4848642374875171, 0.7651807235244827, 0.8259679366674556, 0.4349728820263185, 0.2895279266530314, 0.3129407627076939, 0.7119086642021764, 0.33216068459564707, 0.8651493811327148, 0.7783765387371341, 0.2633077386637973, 0.5961722078984077, 0.7160924429808676, 0.7716570427013553, 0.23800387704155382, 0.772995679123583, 0.3185388294609472, 0.7758464285253489, 0.6607637617105957, 0.5710045485484199, 0.4784249411349759]","[1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]","None","None","None","2018-10-16 15:29:45.616310"
