"","X","Attribute","Seed_number","N_training_docs","Classifier","Cost_function","Stop_words","Stemmer","Weighting","Feature","Ngram_range","CV_folds","Fold","CV_Predicted_Probs","CV_True_Class","N_test_docs","Test_Predicted_Probs","Test_True_Class","Date_Time"
"1",1,"TitleAbstract",2,857,"LogisticRegression","l2","over_0.85_df","lancaster","tf-idf","word","(1, 2)",10,2,"[0.892917997045642, 0.3724169221699188, 0.4467870361724578, 0.8207158839553867, 0.384191928349186, 0.2524784374008253, 0.8182214970851847, 0.22743298145212434, 0.7776699999377977, 0.7160854606491108, 0.34911361251156425, 0.7820318811176781, 0.8968740980609992, 0.9393482339073654, 0.3031966107440248, 0.6972222015692547, 0.26996663798830034, 0.6778283391759631, 0.8276470357892378, 0.2869214244485573, 0.8957325755914982, 0.9277992652328009, 0.8441879075039392, 0.8904355856707005, 0.5691197436266765, 0.26041757336984594, 0.26184207758602884, 0.3032488307582623, 0.8410681747558775, 0.7749652269299143, 0.7595062933845083, 0.7895751519957239, 0.804269516732385, 0.6833381006677972, 0.23277621134046383, 0.760566201901792, 0.8171133083532706, 0.2874729126618994, 0.6679190349635437, 0.8351935999329696, 0.7968916147289303, 0.32866830591306795, 0.2676724971895522, 0.6655364578742076, 0.3062144136609095, 0.8944790146188042, 0.4243808191408986, 0.5489634473674946, 0.4665807162063766, 0.19153733569205159, 0.2669219772361659, 0.8670139876703886, 0.9390439526861989, 0.36726219645648267, 0.23248770927004758, 0.3162641481761969, 0.28963317724661436, 0.8267852052282764, 0.22723837678507858, 0.6269072689267039, 0.22505877206276523, 0.7819326088056986, 0.20082764740401837, 0.9204850528260021, 0.23022880584000657, 0.7766348240269203, 0.8093458989287646, 0.7765045920718354, 0.2569184159878984, 0.33002031914736596, 0.795869796565243, 0.26189950914804017, 0.7686713865836734, 0.20979095185850988, 0.2548491694327168, 0.9465593884222797, 0.29773303801624257, 0.4169919612684596, 0.33256770360915433, 0.2855961079810228, 0.39791204719923284, 0.9231140188694088, 0.2894560763648784, 0.6882917067418843, 0.6510399648184354, 0.22253206322428853, 0.87732748702815]","[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0]","215","[0.6323460410935476, 0.8097280998878609, 0.7294252808067927, 0.26852404104702604, 0.8793237587979765, 0.2516487268558709, 0.19714496350154542, 0.9147917091929512, 0.9605156127325912, 0.36853782751685743, 0.1776310210630004, 0.7632987358884531, 0.2950305679633221, 0.8102741357125022, 0.48432355741221594, 0.30168324073194513, 0.7151871563357535, 0.17756260353178763, 0.5136112216072496, 0.6323344699889045, 0.899128714884347, 0.7201725877753264, 0.25053964090801895, 0.760295772419834, 0.7236778128564111, 0.929125697307058, 0.7941621803405935, 0.3136107757195016, 0.547255138555909, 0.22912143835317925, 0.2845826653267954, 0.23976656615938652, 0.8024444030297055, 0.7545768111698986, 0.7115347490000743, 0.7265943091519982, 0.22725354591126168, 0.7588936966918259, 0.8097407553575957, 0.8369079998385013, 0.31583789274908397, 0.7944025317746342, 0.9018303192888233, 0.7371921082995876, 0.5494615303412969, 0.6955687931320316, 0.7804746010228831, 0.8427752324015915, 0.17170699419265706, 0.24489962655067052, 0.21192385757564916, 0.19302780555791618, 0.9287372361698513, 0.9478987779306643, 0.9391606935291401, 0.5353194671739492, 0.2753283073940795, 0.3894892086156676, 0.7100619254050583, 0.2794148561011423, 0.8927483129561953, 0.8459152144549391, 0.18949936623304234, 0.7948991380890817, 0.8896362220490689, 0.7139228467453727, 0.9269035958688108, 0.9359032075449818, 0.18765456612422496, 0.8774078587647375, 0.19481806357353246, 0.838757613279491, 0.9520563862161885, 0.8919233003174524, 0.1926190333525069, 0.6119877462144707, 0.2925275503810579, 0.7836466976654646, 0.8884105223377129, 0.913656306237083, 0.36421720281448516, 0.803890681217538, 0.7892956319820381, 0.4691020789888226, 0.19801898072929397, 0.2736311641708587, 0.1980052522768174, 0.19628396498060685, 0.3627124860778337, 0.6868617645380642, 0.668723143173716, 0.9092338437498398, 0.4602077312937762, 0.3167570437239334, 0.2911768082701477, 0.26420535238863974, 0.517469864360232, 0.8757945009675102, 0.2551918552526925, 0.7727732995892809, 0.8365731132792525, 0.2158716129842197, 0.6173890662362489, 0.6518205896393433, 0.2600240592886382, 0.3528079732502511, 0.6164090517745324, 0.31283926035089166, 0.45021085330787286, 0.2361433671029553, 0.7295915184418464, 0.38474249893244783, 0.835810567722846, 0.9399038773178057, 0.9257222112796354, 0.3398857704707473, 0.7223509580301039, 0.22991041567630624, 0.5814025739718557, 0.7913015701066435, 0.4373933211633414, 0.7464753347045396, 0.8058252998392879, 0.3455322797613952, 0.7412060745640889, 0.8843444357035852, 0.23223916771698325, 0.8755428829707697, 0.2592468312105567, 0.2736201348380336, 0.3136322232575524, 0.14552274609066473, 0.2814675640939003, 0.6954209229024801, 0.3248004235897013, 0.33011468922364084, 0.8554094922594262, 0.8608786555595541, 0.3203585364228713, 0.2964190140264222, 0.2353810385760175, 0.8686800508945759, 0.8124510185347709, 0.2008029391432091, 0.23072925866711652, 0.8684279980151255, 0.2211365980170447, 0.9153709215984631, 0.2760557465032396, 0.6725465490865882, 0.24081101883025843, 0.8083932811926043, 0.916768188168967, 0.963634472428351, 0.19054920469942835, 0.25806706859717743, 0.2327846063462514, 0.8531185577781123, 0.27869818242215133, 0.21584246677637062, 0.4118216219347782, 0.37212967248796436, 0.6565862939183895, 0.22924706299846556, 0.9023997074788641, 0.5298355607577467, 0.8876730109254138, 0.22672027513275078, 0.23752035285433098, 0.8389830276214947, 0.34187928651013477, 0.4709164667441872, 0.7466478341747537, 0.2767587860978806, 0.21663214252925778, 0.30156051893639463, 0.24889736837486867, 0.4312818183719141, 0.19242828649910856, 0.8727960184548741, 0.31048873346688394, 0.25567326744272, 0.49767955274555276, 0.5892399628929315, 0.762540372699174, 0.7962893710328918, 0.865526281579903, 0.3778886727144749, 0.23550258027511492, 0.24914996769477116, 0.8792869507562834, 0.8891799056950865, 0.5649488501130232, 0.5063549481355901, 0.8449315769506553, 0.6974485454722293, 0.8574855999943715, 0.19545342230071502, 0.14923349122747115, 0.24339227026171337, 0.21851900520904363, 0.7456850310838941, 0.6848683841287023, 0.7203629826567435, 0.498527753672786, 0.20150303243227344, 0.3237493901588427, 0.722223594742116, 0.15767169794782365, 0.19412232672227403, 0.26291214151101494, 0.7768288070475281, 0.9391789651104984, 0.22328132779864368, 0.3745251445541934]","[1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]","2018-10-17 12:21:50.076578"
"2",2,"TitleAbstract",2,857,"LogisticRegression","l2","over_0.85_df","lancaster","tf-idf","word","(1, 2)",10,3,"[0.2835632074616371, 0.7719771409519599, 0.25322249329353724, 0.21053518480657527, 0.6611336701793525, 0.8003339239740968, 0.8355242324037778, 0.6941678551339074, 0.5622256939213106, 0.3369015198637223, 0.4418289720493945, 0.3243334768921726, 0.2257148777254444, 0.3843357632782751, 0.945725934687941, 0.9298553196337921, 0.3049918653399228, 0.25440182987684606, 0.5192102624251116, 0.3328734449084897, 0.24094807873028115, 0.7982075973291589, 0.2289732240336247, 0.36634899027520224, 0.31324332171681557, 0.25903061654881504, 0.7021743203506671, 0.9215139653856289, 0.4697870036358937, 0.1712277162077071, 0.24500510641172887, 0.4358903006360303, 0.2567447762163935, 0.7223620054619008, 0.24288667999353075, 0.38230799985994085, 0.8120262152245842, 0.8945444238861633, 0.20115326244354303, 0.9165166083003007, 0.751935034401009, 0.33948374827981803, 0.8648810394509706, 0.8647797975455443, 0.21574606245892922, 0.822121006032613, 0.3001214380847669, 0.7969713606174926, 0.8075172360337939, 0.1490291682124891, 0.782089613537515, 0.8882983054486931, 0.5615108371398115, 0.2610237052731104, 0.23612586244199793, 0.7487821137713531, 0.7425285475426112, 0.817786550388752, 0.2119111697132042, 0.7154883429597577, 0.23514722107306402, 0.6957099311165782, 0.24158659479445374, 0.21366128800609385, 0.595828620861263, 0.7371063347339459, 0.5422920556335575, 0.8769363687470334, 0.24924964039597744, 0.7326272842360609, 0.30609547566450196, 0.3145827062976423, 0.7052657011356513, 0.6975135963974955, 0.22342635220656312, 0.8083238431692326, 0.8453377506792228, 0.8402210522181539, 0.3558322191496824, 0.30384585509107853, 0.8685399049806891, 0.26916261991661405, 0.2999206425860495, 0.3155824164700444, 0.30717560493295726, 0.3752081178442065, 0.7733985477299326]","[0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","None","None","None","2018-10-17 12:21:58.998364"
"3",3,"TitleAbstract",2,857,"LogisticRegression","l2","over_0.85_df","lancaster","tf-idf","word","(1, 2)",10,4,"[0.8464601131686991, 0.2589737418455891, 0.23781994841106346, 0.7636332345644774, 0.25162663614647235, 0.8237914379423186, 0.25790188502727573, 0.23717911755209167, 0.8215421885626654, 0.2944179773936416, 0.1980869003570862, 0.31253375003171685, 0.9030042305963117, 0.8178833612461969, 0.4151002385765584, 0.6852095924554972, 0.7265988432980247, 0.2201682430527812, 0.2856872002494682, 0.3021745564098641, 0.8851602805148778, 0.30013918054920247, 0.6419515522030727, 0.23369372206733638, 0.6131762127670306, 0.33668030931867493, 0.5742939707762185, 0.24970367285000614, 0.5855761216817279, 0.2881740688205196, 0.533262233659546, 0.8773160495427249, 0.22162039186171403, 0.22637001481308971, 0.2657343200575579, 0.33767200853225815, 0.16933823121321576, 0.4479254700210494, 0.8111501678325242, 0.24704389216340147, 0.6159660531603925, 0.6868822829366786, 0.22511779709048044, 0.9113691082724763, 0.8352362571160945, 0.20579312665250504, 0.3804731958008254, 0.2350712391424805, 0.7021234015741074, 0.686759643339525, 0.22536193055008744, 0.7604085810484031, 0.6635854320068578, 0.2253393406531304, 0.34024118300164174, 0.24463933123744497, 0.25414314689584455, 0.31273088380601627, 0.6437411276389409, 0.39150761687720154, 0.6951205452206322, 0.9117308183314233, 0.26800211089858195, 0.9221124757484811, 0.7804385028029535, 0.2367195543254715, 0.5199102513293039, 0.8575542643184427, 0.1918860491308637, 0.27272267989497706, 0.7669717523135726, 0.2474733069310444, 0.9124272434463866, 0.6994776849919007, 0.8592343417188292, 0.8736718248005255, 0.791640486252244, 0.2517968251125751, 0.21797660375187128, 0.23568679132563103, 0.21242636402802156, 0.6949488875473186, 0.7871161677367751, 0.8915971208975144, 0.5477459015483993, 0.23312764786005494, 0.5109692154384825]","[1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]","None","None","None","2018-10-17 12:22:02.771874"
"4",4,"TitleAbstract",2,857,"LogisticRegression","l2","over_0.85_df","lancaster","tf-idf","word","(1, 2)",10,5,"[0.7589473296663566, 0.42803604626252734, 0.5484863804504037, 0.19016784365590578, 0.38929050365705653, 0.7725659396838634, 0.34742302417363763, 0.20101523368097346, 0.4279544142983654, 0.7451387268620389, 0.6396255108302844, 0.2857100009261464, 0.18754311686717853, 0.8122780061873339, 0.8612256275940103, 0.21822392229680967, 0.8001018693708204, 0.7784753739450899, 0.8082523273293807, 0.19992898052065122, 0.7491332979905097, 0.5512008659585923, 0.35893126516209695, 0.7125340482445022, 0.2722533404573098, 0.5660288933992127, 0.2475160841568305, 0.22208801693931093, 0.2698328395383264, 0.7467127270031694, 0.19864367425091592, 0.8195934309912263, 0.22337858837294142, 0.6297051652374247, 0.2554101311491616, 0.24666277195071076, 0.7713697736296297, 0.2630208667778022, 0.8152431649316408, 0.6476238110639568, 0.8582060172126039, 0.3017463988297152, 0.9060997414687875, 0.9202686005928162, 0.4539890325750164, 0.52555327625164, 0.7951535209155669, 0.2720966950802789, 0.8769012688421153, 0.6193819817520967, 0.24466411564128354, 0.2302576507065072, 0.7570967411784338, 0.7744523734562432, 0.48313487217905215, 0.9558380695216626, 0.7006635195888843, 0.21752408030256296, 0.34312474551004124, 0.3690330456867294, 0.36746548306286186, 0.8332028111428402, 0.8885200605647131, 0.6899801706204535, 0.5284910494787898, 0.2842070500773025, 0.1964672765284301, 0.34942594132588917, 0.7753864823970565, 0.7568577927094936, 0.9519349092667375, 0.8620701045145763, 0.23543355234206606, 0.3041698935763831, 0.4681145259195772, 0.8589732362377467, 0.22449328461560983, 0.29626421245287216, 0.6685996189550504, 0.22719955598212555, 0.5686842619204661, 0.2528250615782017, 0.3247690857224363, 0.7014790372210983, 0.27272697200292967, 0.27482731745431066]","[1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","None","None","None","2018-10-17 12:22:07.008419"
"5",5,"TitleAbstract",2,857,"LogisticRegression","l2","over_0.85_df","lancaster","tf-idf","word","(1, 2)",10,6,"[0.891689479368992, 0.24997137915196502, 0.8643940564422509, 0.8632183029873556, 0.23153640598240496, 0.24079875387224442, 0.2632516440355535, 0.6511164746663031, 0.25884174567392226, 0.46600161652577277, 0.31824159902992405, 0.41788093523391834, 0.2813017452613388, 0.769636713026091, 0.3247338315043823, 0.669630357302498, 0.20135268235946116, 0.18773664654431474, 0.8467724499973192, 0.6166959762885645, 0.8045514693193699, 0.9174103976473802, 0.4380579159530791, 0.29570479251909754, 0.36737021417880406, 0.849591489576359, 0.8033299061129855, 0.8680569990828694, 0.26729530831089837, 0.8068625207394972, 0.344675214368201, 0.2792512782907662, 0.24988024638278955, 0.6501249931977127, 0.23067973161171063, 0.8263363799433335, 0.6560257176837001, 0.6357911521601034, 0.22514924874843592, 0.2323712775382202, 0.22177069869341687, 0.6874089247707081, 0.2532431549791929, 0.5738495272808346, 0.7419615145098489, 0.14430046558902843, 0.308001531991585, 0.43013844108866217, 0.6461638782445546, 0.22570009950897607, 0.8013061326337623, 0.4768826390002743, 0.26201359270630986, 0.2688452231571701, 0.8169818231463608, 0.8107871672794836, 0.30084878035278134, 0.22789643771661, 0.7605046747465601, 0.8253107277174789, 0.676471999668597, 0.2542667758307106, 0.28797829250881873, 0.8842394674818492, 0.37649706299537133, 0.85567054652816, 0.32261608229820193, 0.6614129010407329, 0.773769778049632, 0.8587255897719915, 0.21949181051650044, 0.8998456775682722, 0.1837804167525384, 0.9577169366030233, 0.23366940775100853, 0.8715143371344107, 0.7870859526709939, 0.3114864596952591, 0.427001414499933, 0.46769883279949015, 0.2715266410059788, 0.4425971711789543, 0.3088790852912191, 0.7675549842277936, 0.7765258013307996]","[1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0]","None","None","None","2018-10-17 12:22:13.108947"
"6",6,"TitleAbstract",2,857,"LogisticRegression","l2","over_0.85_df","lancaster","tf-idf","word","(1, 2)",10,7,"[0.46051774718178823, 0.21575475608183425, 0.39816932296142926, 0.24756748415002283, 0.8280687756623734, 0.43926459650525906, 0.768577348698913, 0.8321144589020903, 0.3169490709860225, 0.9427483215385234, 0.2016355384902808, 0.34667765289591557, 0.6801310871566372, 0.48215931624711666, 0.34122950619748205, 0.31960996468546027, 0.3206259822753822, 0.7727207354617912, 0.2204174756636409, 0.8311912845520377, 0.9593577098287438, 0.3684161137834918, 0.2610435698913234, 0.8152492642112867, 0.7794586435780243, 0.1947900038855579, 0.8545091134463008, 0.4681262382582222, 0.25910102220402903, 0.8491435238281037, 0.8101520143361013, 0.3479496943799794, 0.8835006933358034, 0.7944353984068133, 0.32624468851895094, 0.8517046316863147, 0.24123236230504644, 0.2363555781677287, 0.4936873889024855, 0.8360218578717328, 0.8178533477862397, 0.7952145269727703, 0.22790731566715539, 0.27479868677215136, 0.26467384913889536, 0.5674896856937426, 0.7738987416585007, 0.2992707030323303, 0.35504632830601507, 0.3570312386090645, 0.7763863797060514, 0.3087162232861308, 0.2691337810035224, 0.8960692477728193, 0.24620203707882518, 0.914789884236135, 0.2189082584209418, 0.6008212257181251, 0.7270953655488968, 0.7958384472722538, 0.2778180701911435, 0.2510914626041512, 0.8598738479270769, 0.28974732911506096, 0.32845131675463535, 0.46707233934910386, 0.8699523968830554, 0.8130983102256016, 0.4028643970468055, 0.2553132354679921, 0.21216232796117998, 0.7647811885589243, 0.9170883319356884, 0.4477360036925078, 0.7915277859132278, 0.20483036566103502, 0.6616526287444173, 0.7300967781689006, 0.5655707135159852, 0.5910439354415061, 0.21447496172926783, 0.35959991970689564, 0.3286718748035372, 0.8086329225439868, 0.2874358113327755]","[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","None","None","None","2018-10-17 12:22:17.259535"
"7",7,"TitleAbstract",2,857,"LogisticRegression","l2","over_0.85_df","lancaster","tf-idf","word","(1, 2)",10,8,"[0.24203524602360096, 0.18116834214496585, 0.8191783443253372, 0.7515333358846301, 0.26036448983447125, 0.826616357235908, 0.1618361252859506, 0.5901621957602973, 0.9263100475553553, 0.25277776512546724, 0.25418365962462663, 0.5403580543809237, 0.3298092513085533, 0.8064038253127557, 0.3283925288017291, 0.7600553895529215, 0.5283110390790204, 0.7210372689679829, 0.2554164469975534, 0.4148227750104035, 0.9239109708494357, 0.536552704222889, 0.36815574663109846, 0.29664896575972605, 0.7584677874714646, 0.29599843772214385, 0.32949071478642045, 0.727214795415641, 0.26161400493490555, 0.8977681863220939, 0.40797969650013943, 0.8278879068970606, 0.8040139287941181, 0.3256912644820356, 0.8649531971538462, 0.2901568545063487, 0.7578473710970557, 0.3347303689029279, 0.7789190712635542, 0.25877697139360806, 0.6268850408865313, 0.3173037511091129, 0.4999785761831889, 0.5862942585193485, 0.2915550821031801, 0.7948910013780786, 0.26025058226321296, 0.30785677790088156, 0.8053702942974494, 0.5659022629528202, 0.38046051340244535, 0.36678179892690876, 0.7205203564346395, 0.39859337227557845, 0.7696364371033195, 0.43530675678719827, 0.8501993572683683, 0.4784839681928207, 0.34413960174941527, 0.8510527693181087, 0.32235499126902817, 0.8485940567783341, 0.9488591016237117, 0.5559850525713962, 0.31975901479736707, 0.6585418124265976, 0.24032994213967498, 0.9028295484339695, 0.2790048495417448, 0.31444699515630237, 0.24310430642597522, 0.8599862096266414, 0.6056951985134814, 0.22348554038514343, 0.7039329855109399, 0.3952508102677218, 0.6107383975355514, 0.4830015472441572, 0.7512223342150072, 0.5267271843340485, 0.26886381213621485, 0.597818963995011, 0.27573119088068615, 0.46287904041568967, 0.8923020477199861]","[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0]","None","None","None","2018-10-17 12:22:21.566762"
