N_new_neg,N_new_pos,N_orig_neg,N_orig_pos,Search,method,w,w_new_neg,w_new_pos,w_orig_neg,w_orig_pos
254.0,251.0,506,506,amphib_neotropic,4.0,0.6,1.8023622047244094,1.0,0.599607072691552,1.0
254.0,251.0,506,506,amphib_neotropic,4.0,0.7,2.102755905511811,1.0,0.44970530451866414,1.0
254.0,251.0,506,506,amphib_neotropic,4.0,0.8,2.4031496062992126,1.0,0.29980353634577595,1.0
254.0,251.0,506,506,amphib_neotropic,4.0,0.9,2.703543307086614,1.0,0.14990176817288797,1.0
254.0,251.0,506,506,amphib_neotropic,4.0,1.0,3.0039370078740157,1.0,0.0,1.0
262.0,247.0,506,506,bird_nearctic,4.0,0.0,0.0,1.0,1.5147347740667976,1.0
262.0,247.0,506,506,bird_nearctic,4.0,0.1,0.29427480916030535,1.0,1.3632612966601179,1.0
262.0,247.0,506,506,bird_nearctic,4.0,0.2,0.5885496183206107,1.0,1.2117878192534381,1.0
262.0,247.0,506,506,bird_nearctic,4.0,0.3,0.8828244274809159,1.0,1.0603143418467582,1.0
262.0,247.0,506,506,bird_nearctic,4.0,0.4,1.1770992366412214,1.0,0.9088408644400785,1.0
262.0,247.0,506,506,bird_nearctic,4.0,0.5,1.4713740458015268,1.0,0.7573673870333988,1.0
262.0,247.0,506,506,bird_nearctic,4.0,0.6,1.7656488549618319,1.0,0.6058939096267191,1.0
262.0,247.0,506,506,bird_nearctic,4.0,0.7,2.0599236641221372,1.0,0.45442043222003936,1.0
262.0,247.0,506,506,bird_nearctic,4.0,0.8,2.354198473282443,1.0,0.3029469548133594,1.0
262.0,247.0,506,506,bird_nearctic,4.0,0.9,2.648473282442748,1.0,0.1514734774066797,1.0
262.0,247.0,506,506,bird_nearctic,4.0,1.0,2.9427480916030535,1.0,0.0,1.0
267.0,239.0,506,506,bird_palearctic,4.0,0.0,0.0,1.0,1.524557956777996,1.0
267.0,239.0,506,506,bird_palearctic,4.0,0.1,0.2906367041198502,1.0,1.3721021611001964,1.0
267.0,239.0,506,506,bird_palearctic,4.0,0.2,0.5812734082397004,1.0,1.219646365422397,1.0
267.0,239.0,506,506,bird_palearctic,4.0,0.3,0.8719101123595505,1.0,1.0671905697445971,1.0
267.0,239.0,506,506,bird_palearctic,4.0,0.4,1.1625468164794008,1.0,0.9147347740667976,1.0
267.0,239.0,506,506,bird_palearctic,4.0,0.5,1.453183520599251,1.0,0.762278978388998,1.0
267.0,239.0,506,506,bird_palearctic,4.0,0.6,1.743820224719101,1.0,0.6098231827111985,1.0
267.0,239.0,506,506,bird_palearctic,4.0,0.7,2.034456928838951,1.0,0.4573673870333989,1.0
267.0,239.0,506,506,bird_palearctic,4.0,0.8,2.3250936329588017,1.0,0.30491159135559914,1.0
267.0,239.0,506,506,bird_palearctic,4.0,0.9,2.6157303370786518,1.0,0.15245579567779957,1.0
267.0,239.0,506,506,bird_palearctic,4.0,1.0,2.906367041198502,1.0,0.0,1.0
